user,rate,reviews,tanggal reviews,aplikasi
Pengguna Google,2,"Aplikasi tidak bisa dibuka pas lagi butuh"" nya.... pasword kadaluarsa keterangannya.. Aq ganti malah gak bisa buka sama sekali...Kecewaaaa....",2021-12-31 13:38:26,Pospay
Pengguna Google,1,"apk sampah aplikasi keuangan malah bgini cuma bisa isi saldo gk bisa dipakek sama sekali....cuma ada saldo yg nyangkut gk bisa di apa""in",2021-12-31 09:27:30,Pospay
Pengguna Google,5,Pospay sangat membantu sekali.,2021-12-30 22:26:09,Pospay
Pengguna Google,1,Mau payment sering muncul notif Not Balance. Ga jelas.,2021-12-30 21:31:54,Pospay
Pengguna Google,2,Kenapa akhir2 ini kok sering eror,2021-12-30 19:09:15,Pospay
Pengguna Google,5,Mantap,2021-12-30 12:46:12,Pospay
Pengguna Google,1,"Mau topup dana ngak bisa, harus genap 50rb ngak bisa 40 aja harus ngisi lagi habis itu kena admin ngak genap lagi 10rb harus topup lagi deh, aplikasinya ribet, perlu ditinjau lagi sih, ngerepotin",2021-12-30 10:14:00,Pospay
Pengguna Google,5,"aplikasi yang memudahkan pengguna untuk membayar tagihan listrik dan air, serta fitur yang lumayan lengkap!",2021-12-30 09:04:19,Pospay
Pengguna Google,5,Aplikasi ini sangat bagus,2021-12-30 07:47:49,Pospay
Pengguna Google,5,Pospay mantaps.bisa untuk berjualan on line..mantaps bos..,2021-12-30 07:45:16,Pospay
Pengguna Google,1,Kalau di dompet elektronik lain saldo 12000 masih bisa buat beli pulsa yang 11000. Di POSPAY saldo 30rb nggak bisa buat beli pulsa 15rb katanya saldo nggak cukup... Payah,2021-12-29 16:42:28,Pospay
Pengguna Google,1,Aplikasinya gk bisa di gunakan dan juga ribet banget.,2021-12-29 16:25:47,Pospay
Pengguna Google,1,"Apansi apk nya, masa gabisa transaksi pulsa dan e-wallet, pdhl pin sesuai",2021-12-29 14:32:15,Pospay
Pengguna Google,5,SIMPEL dan biaya adminnya termasuk MURAH.. solusi banget ketika akan bayar tagihan bulanan + pas pulsa menipis 👍🏻,2021-12-29 12:14:05,Pospay
Pengguna Google,5,Bayar ap aja bisa................................. Tidak berbunga jd no ribba................ Ditunggu inovasi lainnya.. mungkin bisa depostio 🤣,2021-12-29 11:50:32,Pospay
Pengguna Google,1,"Kirim uang 2 kali Tapi tidak masuk ke rekening tujuan, sudah hubungin cs, disuruh tunggu, tapi sampe sekarang blm ada kembali uang tersebut sudah 1 bulan,,,,,siapa yg bertanggung jawab? Uang hilang lagi😩 Sedangkan itu uang diperlukan sekali,,,,,,",2021-12-29 11:20:58,Pospay
Pengguna Google,5,mantap,2021-12-29 10:42:56,Pospay
Pengguna Google,1,"Aplikasi buruk untuk transaksi paket data dan lainnya error, mohon untuk di perbaiki segera",2021-12-29 01:49:32,Pospay
Pengguna Google,1,"Ga jelas aplikasi nya, gausah download deh",2021-12-28 22:51:18,Pospay
Pengguna Google,5,Oke mantap,2021-12-28 21:22:03,Pospay
Pengguna Google,5,APLIKASI NYA BAGUS BANGETT SUKA SEKALI,2021-12-28 21:11:26,Pospay
Pengguna Google,5,Aplikasi nya bagus,2021-12-28 21:05:03,Pospay
Pengguna Google,3,"Aplikasi Pospay,bila ada kendala secepatnya di respon untuk mempermudah yang berjahuan dari kantor pos",2021-12-28 21:04:30,Pospay
Pengguna Google,4,Bagus banget wkwk,2021-12-28 20:57:34,Pospay
Pengguna Google,5,Pospay memudahkan saya untuk bertransaksi dimanapun dan kapanpun,2021-12-28 20:46:28,Pospay
Pengguna Google,5,Aplikasi nya bagus dan keren,2021-12-28 20:45:35,Pospay
Pengguna Google,2,"Harga mahal, padahal BUMN tp cari untung besar 😪",2021-12-28 20:44:29,Pospay
Pengguna Google,5,"Sejak pakai pospay jadi gak ribet mau bayar tagihan dari air, listrik, gas,aplikasi nya bagus dan mempermudah banget",2021-12-28 20:40:34,Pospay
Pengguna Google,5,aplikasi bagus,2021-12-28 20:29:32,Pospay
Pengguna Google,5,oke mantap,2021-12-28 20:18:01,Pospay
Pengguna Google,5,Aplikasi nya bagus,2021-12-28 20:17:02,Pospay
Pengguna Google,5,Mantaap,2021-12-28 19:58:31,Pospay
Pengguna Google,5,Ok mantap,2021-12-28 19:41:26,Pospay
Pengguna Google,1,masih perlu banyak perbaikan apa lagi saat pembelian pulsa sampai saat ini pulsa yang saya beli tidak pernah masuk di nomor saya dan sekarang saya jadi ragu dalam melakukan pembelian pulsa.,2021-12-28 18:29:41,Pospay
Pengguna Google,5,"Aplikasi keren, untuk bayar bayar apa aja dan tarik uang bisa lebih mudah.",2021-12-28 15:54:25,Pospay
Pengguna Google,5,"Aplikasi buatan anak negeri...lengkap, aman , mudah kalo komplain ada kantornya ga nyesel install ..eh banyak program rewardnya",2021-12-28 15:42:51,Pospay
Pengguna Google,5,Lebih efisien dan mudah bertransaksi .. Buat saya yang selalu ga bisa keluar rumah karena masih ngurusin bayi ..,2021-12-28 14:35:19,Pospay
Pengguna Google,5,Manjur(Mantap dan jujur)Harus.,2021-12-28 14:16:35,Pospay
Pengguna Google,5,Jos,2021-12-28 03:04:33,Pospay
Pengguna Google,1,sangad tydack ramah,2021-12-27 16:27:35,Pospay
Pengguna Google,1,Aplikasi kq ngk jelas.. Sudah di isi saldo 25k.. Tapi ngak bisa dipakai buat transaksi apa2.. Maksudnya apa ya.. Jadi saldo nyangkut disitu..,2021-12-26 21:32:40,Pospay
Pengguna Google,1,"Aplikasi sampah, mau top up error Mulu, cuma ada dua opsi pula gabisa pake e wallet, ngekoreksi tulisan cuma bisa belakang depan pula gabisa di tengah,",2021-12-26 20:21:46,Pospay
Pengguna Google,1,Apk pling kacauuuu..,2021-12-26 11:56:20,Pospay
Pengguna Google,1,Aplikasi gk berguna,2021-12-26 10:33:53,Pospay
Pengguna Google,1,Udah hampir 1 bulan upgrade belum juga dapat email bisa2 nyangkutnih uang saya,2021-12-26 07:16:48,Pospay
Pengguna Google,1,ngeri banget beli pulsa 25 kudu nyaldo 36 wkwkkw yang bener aja lah..,2021-12-26 00:16:36,Pospay
Pengguna Google,1,"Udah tf pake pos pay tapi ga masuk"" padahal saldo udah berkurang tapi uang ga sampai"", hilang uang saya, skarang siapa yang bertanggung jwb",2021-12-25 21:08:40,Pospay
Pengguna Google,5,Bagus! Semoga bisa ditambah pembayaran ke market place Shopee 🙌🏿,2021-12-25 18:30:29,Pospay
Pengguna Google,1,Coba dulu,2021-12-25 10:42:42,Pospay
Pengguna Google,5,Mantap,2021-12-25 07:23:56,Pospay
Pengguna Google,1,"Dikit² gangguan, isi pulsa gak masuk",2021-12-25 00:18:05,Pospay
Pengguna Google,1,KATANYA ADA ISI 20RIBU MANA APLIKASINYA GAK GUNA SAMA SEKALK,2021-12-24 22:59:45,Pospay
Pengguna Google,5,Good,2021-12-24 22:41:12,Pospay
Pengguna Google,1,"aplikasi sampah anjg masa duit kudu dititip dlu 10rb gabisa di apa""in, emang lu kata bank apa? mending apk sebelah dah kaga ribet, mau masuk login mulu najis, nyesel bngt gua download apk gaje, korup wa duit orang ceban"" buat lu pada, moga berkah bgsd!!",2021-12-24 22:29:06,Pospay
Pengguna Google,1,boong,2021-12-24 20:55:08,Pospay
Pengguna Google,5,Siiipppp,2021-12-24 19:31:21,Pospay
Pengguna Google,1,"Saya download cuma karena supaya bisa cod pos indonesia. Dapat notif saldo masuk sekian, eh masih ada dipotong haduh. Mana saldo mengendapnya minimal 10k, udah coba transaksi pulsa gabisa. Jelek banget, nyesel nyesel nyesel",2021-12-24 16:09:19,Pospay
Pengguna Google,1,Jagn download klo aplikasi knp2 buat pencairan giro gbisa dsruh ke pos pusat pdhl yg trdkt ad tp mlh gamau bntu .. tutup aj lh udh tu pos klo apa2 mesti ke pusat,2021-12-24 14:53:44,Pospay
Pengguna Google,1,"Saya mau bikin paswrd kok tdak bisa , padah sdh minimal 8 karakter, kimbinasi huruf besar kecil, ttap saja tdak bisa",2021-12-24 12:59:57,Pospay
Pengguna Google,3,"Min saya mau nanya,kok saya tidak bisa memproses pembayaran padahal saldo saya cukup",2021-12-24 08:52:29,Pospay
Pengguna Google,1,🥴,2021-12-24 08:34:57,Pospay
Pengguna Google,1,Mau ngisi pulsa malah ga bisa bisa,2021-12-24 08:02:14,Pospay
Pengguna Google,3,"Kasih fitur save login lah, mulai dari username nya jg gpp dlu dah. cma klo bisa sih save login. enggak gini jg tiap mau login masukin username lagi pass lagi. ribet jadinya",2021-12-24 06:23:26,Pospay
Pengguna Google,5,Yg kasih bintang 5 lumayan .Tapi sayang biasa2 aja tidak ada yg istimewa. Coba PT POS beresin itu yg bintang 1 . Jangan Lama.. Harus responsif dan inovatif,2021-12-23 21:37:55,Pospay
Pengguna Google,5,"Transaksi aman, hati ini tenang",2021-12-23 19:25:51,Pospay
Pengguna Google,5,Transaksi jadi lebih mudah pakai pospay🤩🤩🤩,2021-12-23 19:25:26,Pospay
Pengguna Google,1,beli pulsa kgk bisa,2021-12-23 18:30:43,Pospay
Pengguna Google,5,Ok bagus But... Baru. Habis buat akun ud disuruh spdate.......,2021-12-23 16:47:55,Pospay
Pengguna Google,5,Aplikasi sangat bagus .............!!!!!!!!!!!!!!,2021-12-23 16:24:50,Pospay
Pengguna Google,2,Tolong di fix dong min. Layar selalu blank abu2 pas selesai verifikasi foto KTP. Ditunggu2 sama aja gitu terus~,2021-12-23 15:44:32,Pospay
Pengguna Google,1,Cukup tau aja .,2021-12-23 13:34:28,Pospay
Pengguna Google,1,"Jangan download apk gajelas,masa saldo segitu adanya gabisa di beliin pulsa yang harganya segitu",2021-12-23 12:02:00,Pospay
Pengguna Google,1,"Aplikasi ini nyusahin banget , topup saldo kena potongan 2000 gak ada kasih tau ,and gak ada keterangan di awal, gak biaa mix payment lagi,, nyesel banget ,saldo jadi mengendap,mau di tarik harus upgrade ,tapi status nik ktp sudah di pakai, aplikasi kontlo",2021-12-23 11:15:04,Pospay
Pengguna Google,1,Aplikasi error terus.. Ga bisa dibuat transaksi!!! Dana jadi ketahan,2021-12-23 07:02:11,Pospay
Pengguna Google,4,"Mohon diperbaiki bagian petunjuk isi ulang saldo, ditekan tidak terbuka",2021-12-22 21:58:36,Pospay
Pengguna Google,1,Dateng ke sekolah cuma buat suruh para murid masukkan kode referal doang jir....,2021-12-22 20:03:31,Pospay
Pengguna Google,5,pecah ndasee.mumet .ruwet,2021-12-22 18:50:10,Pospay
Pengguna Google,1,Nub,2021-12-22 18:25:06,Pospay
Pengguna Google,1,"Beli token pulsa malah ga masuk, saya beli pake pospay, kasian bapak sy lgi perlu buat nelp.. Eh sampe sekarang ga masuk2 pulsanya... Lemah",2021-12-22 15:42:19,Pospay
Pengguna Google,5,👍🥰,2021-12-22 14:47:39,Pospay
Pengguna Google,5,Bumn ..... saya dukung # yg model seperti ini dari BUMN kan banyak ya..... # kenapa tidak bergabung aja # Target dong.... Desember 2022 No.1 di NEGARA SENDIRI Mau engga ? Atau Bisa engga ya ??? Potensi ADA . Kemampuan ADA SEMANGAT .... jangan jadi penonton di Negeri sendiri,2021-12-22 10:58:48,Pospay
Pengguna Google,1,Apk ini bagus tapi banyak kekurangannya,2021-12-22 10:45:22,Pospay
Pengguna Google,1,Mending dana.gopay.ovo.shopepay,2021-12-22 10:33:47,Pospay
Pengguna Google,1,Login susah ga sesuai realita,2021-12-22 10:00:56,Pospay
Pengguna Google,5,bagus,2021-12-22 05:53:28,Pospay
Pengguna Google,1,"Aplikasi laknat, pulsa gak masuk, duit juga gak masuk anj😡",2021-12-21 23:24:28,Pospay
Pengguna Google,1,Apk gk guna,2021-12-21 21:06:22,Pospay
Pengguna Google,2,Kenapa pasword saya kadaluarsa dan tidak bisa d perbaharui???,2021-12-21 19:35:38,Pospay
Pengguna Google,1,"Jangan download apk ini nanti nyesel, mana ribet gagal mulu lagi",2021-12-21 18:07:40,Pospay
Pengguna Google,1,Verifikasinya sangat ribet.... Menyesal sekali....,2021-12-21 17:50:43,Pospay
Pengguna Google,1,APLIKASI TERKACAU SEINDONESIA,2021-12-21 12:52:30,Pospay
Pengguna Google,1,Saya di paksa sekolah donlod,2021-12-21 09:24:49,Pospay
Pengguna Google,5,"Mantull...keren aplikasinya mudh utk TRX pmbyran apapun, transfer ke bank manapun...tersedia riwayat TRX juga..semoga fiturnya trus ditambah dan tampilan LBH baik lagi...trims PT Pos",2021-12-20 22:09:44,Pospay
Pengguna Google,1,Knpa harus pake kode otp trs.klu ngirim kode otp harus pake pulsa.skrang q kecewa bnget sama pos.terlalu rumit aturanya.masak setiap login harus pake kode otp.,2021-12-20 17:09:00,Pospay
Pengguna Google,5,Sangat membantu sesama,2021-12-20 15:47:28,Pospay
Pengguna Google,1,Fak,2021-12-20 15:01:01,Pospay
Pengguna Google,1,"Ketika lupa username, wassalam, ganti password juga gak berhasil, harus ke kantor pos, yang sibuk gak ada waktu ke kantor pos, jangan harap bisa buka aplikasi ini ketika lupa password atau cara lainnya.. satu kata ribet",2021-12-20 11:20:22,Pospay
Pengguna Google,5,Bagus,2021-12-20 09:30:35,Pospay
Pengguna Google,1,Jir nipu,2021-12-20 09:23:24,Pospay
Pengguna Google,1,terima kasih atas kerja samanya karna telah membohongi anak sekolah untuk memasuki kode REFERAL mama mu pasti bangga,2021-12-20 08:16:36,Pospay
Pengguna Google,1,"Parah banget aplikasinya, mau upgrade udah di tunggu 1 bln gaada pemberitahuan samsek, padahal semua data udh ke isi. Ga di rekomendasikan sih ini apalagi harus ada saldo mengendapnya",2021-12-20 06:34:36,Pospay
Pengguna Google,5,mantap,2021-12-20 03:25:02,Pospay
Pengguna Google,5,"Simple dan sangat membantu di dalam bertransaksi. Bayar listrik, top up ewallet, kirim pulsa ke anak maupun sebagai metode pembayaran untuk beli emas digital. Thanks Pospay 👍👍👍",2021-12-19 22:24:01,Pospay
Pengguna Google,1,Aplikasi busuk.. Dapet saldo 10rb ga dapet digunakan.. Segera uninstall alikasi ga guna ini..,2021-12-19 21:54:27,Pospay
Pengguna Google,5,Good Job,2021-12-19 21:33:23,Pospay
Pengguna Google,1,Mau daftar aja ribet di pasword!,2021-12-19 15:28:19,Pospay
Pengguna Google,1,Gak bisa simpan kontak untuk transaksi. Susah. ngerepotin. Harus catet dulu tiap transaksi,2021-12-19 13:41:06,Pospay
Pengguna Google,1,Klik uninstal,2021-12-19 09:43:49,Pospay
Pengguna Google,5,Bbiuhhhu hi to download lagu rohani Kristen terbaru bumi penuh Dengan,2021-12-19 07:26:20,Pospay
Pengguna Google,1,Username ama password udah bener masa tetep kaga bisa login,2021-12-19 04:53:48,Pospay
Pengguna Google,4,"Bintangnya sy tambah cz Alhamdulillah makin membaik dr segi tampilan ataupun fungsi, semoga tetap baik dan lebih baik lagi.. sukses selalu PT. POS Indonesia",2021-12-18 20:47:41,Pospay
Pengguna Google,5,Good!!!,2021-12-18 20:46:28,Pospay
Pengguna Google,2,"Saya mau upgrade pospay lite menjadi lite plus,semua data sudah diisi sesuai perintah,tapi ketika mau scan e ktp,kenapa kamera di aplikasi pospay nya ga berpungsi sudah berulang ulang tetep ga bisa,tampilan di layar scan gelap dan ga ada instruksi harus gimana, Saya sudah hub 161 (call center) pos,belum banyak tanya2,pulsa seluler sudah terpotong banyak, Tolong di bantu untuk masalah saya ini,karena saya mau melakukan transfer dari pospay ke rekening bank saya.",2021-12-18 20:14:05,Pospay
Pengguna Google,5,So far so good,2021-12-18 17:50:49,Pospay
Pengguna Google,1,Ganggu bgt download cuma buat bayar cukai pengiriman barang tapi ada saldo mengendap + biaya admin. Mau bayar cukai malah dobel2 gini transfer nya 🤣🤣🤣🤣 Mungkin next nya mau jadi bank,2021-12-18 16:14:30,Pospay
Pengguna Google,1,Lupa user name masukkan email gak ada gunanya juga,2021-12-18 16:14:27,Pospay
Pengguna Google,2,Tolong metode Top Up nya perlengkap lagi! Kalo bisa proses verifikasi liteplis di percepat!,2021-12-18 09:13:37,Pospay
Pengguna Google,1,Terimakasih Kepada Pospay Sudah Memberikan Saya Saldo Senilai 100.000000!!!!!!!!!!!!!!!!!!! !!! !!!! !!! !!!! !!! !!! !! !! !! !!! !!!! !!! !!! !!! !!!! !!! !!! !!!! !!!! !!! !!! !!! !!! !!! !!! !!!!!!! !!! Tapi Boong Anyink bukannya saldo malah voucer ktl,2021-12-18 09:05:29,Pospay
Pengguna Google,1,Mana duit nya kontit,2021-12-18 08:55:21,Pospay
Pengguna Google,5,"Respect sama yang buat. Semangat Creator :"")",2021-12-18 06:44:18,Pospay
Pengguna Google,1,Lah tidak bisa melakukan isi ulang paket data!!!!,2021-12-18 06:07:03,Pospay
Pengguna Google,1,"Hati2,,, aplikasi paling burik, saldo minimal, vocer pulsa ga bisa dipake ... Coba di transfer malah jadi jebol... Ga bagus,,, aplikasi POSPAY jelek, gak rekomen Ngedumel dulu baru hapus aplikasinya, Mudah2an duit riba yang dimakan POSPAY jadi berkah yang sangat bagi Dirut sampe karyawannya",2021-12-17 18:39:12,Pospay
Pengguna Google,1,"Ancur ni aplikasi beli pulsa tri 30k,saldo kepotong pulsa kagak masuk",2021-12-17 15:18:08,Pospay
Pengguna Google,1,"Ngeri,isi pulsa di atas 10k ,bahaya di aplikasi sukses pulsa kagak masuk kan bego",2021-12-17 15:10:43,Pospay
Pengguna Google,1,"saldo ga bisa dikosongin, harus ngendap 10000",2021-12-17 13:38:25,Pospay
Pengguna Google,1,"Jagan pake pos pay,saya punya saldo 25000 tidak bisa dijadikan pulsa,dan waktu itu saya dapat vocer dijadikan pulsa,tidak pernah terkirim,uda itu mahal lagi,dan tidak ada untung kita sebagai pedagang. Mohonlh kepda pospay supaya bisa membantu rakyat jelata ini,jgan babak semuanya,sementra masih bnyk aplikasi lain yg masih murah dan memberikan untuk untuk pedagang.",2021-12-17 13:09:37,Pospay
Pengguna Google,1,Aplikasi kommtlll,2021-12-17 11:03:24,Pospay
Pengguna Google,1,Kata orng sih parah bet.jadi....gajadi make deh.takut soalnya,2021-12-17 11:03:17,Pospay
Pengguna Google,5,Baik,2021-12-17 10:49:15,Pospay
Pengguna Google,5,"Wahh bagus banget apk ini , gampang untuk bayar bayar",2021-12-17 08:41:23,Pospay
Pengguna Google,3,"mohon maaf, kenapa saya tidak bisa isi pulsa, keterangan selalu saldo rendah, pdhal saldo saya lebih dr cukup, tolong d perbarui ketentuannya. Trmksh",2021-12-17 06:46:47,Pospay
Pengguna Google,1,"Aplikasi gajelas, saldo gw nyangkut gimna ni. udh verif ga bisa bisa, mau di beliin pulsa ga bisa. Dev ccad bkin pou aja. Jakcloth jan kerja sama sama aplikasi gajelas gini lah",2021-12-17 01:45:39,Pospay
Pengguna Google,5,Mantep,2021-12-16 23:23:11,Pospay
Pengguna Google,1,"Sudah booking tiket dan melakukan pembayaran melalui pospay, tiket tidak terbayar, tapi di akun pospay saldo berkurang sesuai nominal pembayaran tiket. Diminta refund, sampe H+++7 dengan alasan rekonsiliasi masih blm kembali uang yg hilang. Tolong di perbaiki lagi, bilang paling lama H+7 sampe lebih 7hr uang jg blm kembali. MOHON LEBIH BAIK LAGI!!!",2021-12-16 16:00:37,Pospay
Pengguna Google,5,Baik,2021-12-16 14:19:02,Pospay
Pengguna Google,5,Pos sekarang sudah keren dan mantab,2021-12-16 13:42:56,Pospay
Pengguna Google,5,Sangat bagus,2021-12-16 11:00:13,Pospay
Pengguna Google,5,Pospay banyak membantu dalam urusan transaksi saya....,2021-12-16 10:14:11,Pospay
Pengguna Google,5,"Aplikasi Pospay tambah keren lengkap komplit plit semua layanan tersedia untuk transksi pembayaran, kita bisa melakukan transaksi pembayaran cukup duduk dirumah..pokok keren semoga pos makin jaya maju...raksasa tidur sudah mulai terbangun..lanjutkan",2021-12-16 10:04:57,Pospay
Pengguna Google,5,maksa,2021-12-16 09:46:29,Pospay
Pengguna Google,5,Jos,2021-12-16 09:08:35,Pospay
Pengguna Google,5,Sipppppp bgt,2021-12-16 09:04:47,Pospay
Pengguna Google,5,Ok,2021-12-16 08:25:09,Pospay
Pengguna Google,5,Sangat berguna dan membantu setiap aktivitas keuangan,2021-12-16 06:44:55,Pospay
Pengguna Google,1,Harus nya ada pemberitahuan terlebih dahulu kalau isi saldo akan dikurangi Rp. 2000,2021-12-16 05:59:01,Pospay
Pengguna Google,1,verifikasi akun liteplus lama jasa masih belum diverifikasi😢,2021-12-15 22:35:40,Pospay
Pengguna Google,4,"Buat Passwordnya kok susah banget gak ijo""",2021-12-15 19:45:10,Pospay
Pengguna Google,1,Terus aja gangguan beli pulsa data dan pulsa biasa saldo ngurangin tapi tidak ada masuk aplikasi parah banget,2021-12-15 19:23:20,Pospay
Pengguna Google,5,Sangat bagus aplikasinya mudah digunakan dan sekarang g perlu antri bayar apapun cukup dengan POSPAY .,2021-12-15 14:41:50,Pospay
Pengguna Google,1,"JANGAN PAKAI POSPAY...Rugi pakai aplikasi ini.., Jualan Online untuk pedagang kecil.., sudah ada biaya adminstrasi, Ada saldo minimal pula.., jadi gak bs diambil semua..., Pakai aplikasi yg lain gak ada min saldo., jd bs diambil semua. TIDAK DIREKOMNDASIKAN APLIKASI INI.",2021-12-15 12:25:37,Pospay
Pengguna Google,5,Mantul,2021-12-15 09:47:55,Pospay
Pengguna Google,5,Good,2021-12-15 07:56:50,Pospay
Pengguna Google,4,Bagus aplikasi nya cuma kurang satu tolong tambahin bank BRI dong kalo kita mau isi saldo,2021-12-15 00:45:00,Pospay
Pengguna Google,5,Mantap,2021-12-15 00:28:50,Pospay
Pengguna Google,4,Sangat bagus,2021-12-14 21:32:02,Pospay
Pengguna Google,5,Good luck,2021-12-14 19:20:47,Pospay
Pengguna Google,5,ajib..mantap..semoga dg meluncur nya aplikasi pos ini akan selalu bisa untuk bersaing dg yg lain nya.. Pokoke mantulll..,2021-12-14 14:16:17,Pospay
